 time            i(i0)           i(v1)           vr1             vr2            
 8.97135855e-09  3.30000000e-04  1.16750892e-05  2.55000000e+00  3.05000000e+00 
 9.07135855e-09  3.30000000e-04  8.65749147e-06  2.55000000e+00  3.05000000e+00 
 9.17135855e-09  3.30000000e-04  5.90922643e-06  2.55000000e+00  3.05000000e+00 
 9.27135855e-09  3.30000000e-04  3.82928617e-06  2.55000000e+00  3.05000000e+00 
 9.37135855e-09  3.30000000e-04  2.39528485e-06  2.55000000e+00  3.05000000e+00 
 9.47135855e-09  3.30000000e-04  1.46090954e-06  2.55000000e+00  3.05000000e+00 
 9.57135855e-09  3.30000000e-04  8.74613607e-07  2.55000000e+00  3.05000000e+00 
 9.67135855e-09  3.30000000e-04  5.16415893e-07  2.55000000e+00  3.05000000e+00 
 9.77135855e-09  3.30000000e-04  3.01811454e-07  2.55000000e+00  3.05000000e+00 
 9.87135855e-09  3.30000000e-04  1.75094117e-07  2.55000000e+00  3.05000000e+00 
 9.97135855e-09  3.30000000e-04  1.01076360e-07  2.55000000e+00  3.05000000e+00 
 1.00713585e-08  3.30000000e-04  5.81792504e-08  2.55000000e+00  3.05000000e+00 
 1.01713585e-08  3.30000000e-04  3.33471655e-08  2.55000000e+00  3.05000000e+00 
 1.02713585e-08  3.30000000e-04  1.70690782e-08  2.55000000e+00  3.05000000e+00 
 1.03713585e-08  3.30000000e-04 -1.27242386e-08  2.55000000e+00  3.05000000e+00 
 1.04598116e-08  3.30000000e-04 -5.80703061e-08  2.55000000e+00  3.05000000e+00 
 1.05202945e-08  3.30000000e-04 -4.15721545e-08  2.55000000e+00  3.05000000e+00 
 1.05610991e-08  3.30000000e-04 -2.38658741e-08  2.55000000e+00  3.05000000e+00 
 1.06112131e-08  3.30000000e-04  3.06393187e-09  2.55000000e+00  3.05000000e+00 
 1.06679341e-08  3.30000000e-04  2.54814300e-07  2.55000000e+00  3.05000000e+00 
 1.07421437e-08  3.30000000e-04  1.07155068e-06  2.55000000e+00  3.05000000e+00 
 1.08365162e-08  3.30000000e-04  1.95551251e-06  2.55000000e+00  3.05000000e+00 
 1.09365162e-08  3.30000000e-04  3.60348453e-06  2.55000000e+00  3.05000000e+00 
 1.10078126e-08  3.30000000e-04 -6.70333077e-07  2.55000000e+00  3.05000000e+00 
 1.10833827e-08  3.30000000e-04 -5.13601958e-05  2.55000000e+00  3.05000000e+00 
 1.11279878e-08  3.30000000e-04 -1.32808681e-04  2.55000000e+00  3.05000000e+00 
 1.11559857e-08  3.30000000e-04 -3.18324421e-04  2.55000000e+00  3.05000000e+00 
 1.11750361e-08  3.30000000e-04 -4.97870648e-04  2.55000000e+00  3.05000000e+00 
 1.11940649e-08  3.30000000e-04 -4.22826650e-04  2.55000000e+00  3.05000000e+00 
 1.12157641e-08  3.30000000e-04  2.30943292e-04  2.55000000e+00  3.05000000e+00 
 1.12435866e-08  3.30000000e-04  2.08797448e-03  2.55000000e+00  3.05000000e+00 
 1.12583222e-08  3.30000000e-04  3.38922226e-03  2.55000000e+00  3.05000000e+00 
 1.12750316e-08  3.30000000e-04  4.53548186e-03  2.55000000e+00  3.05000000e+00 
 1.12892025e-08  3.30000000e-04  5.13454397e-03  2.55000000e+00  3.05000000e+00 
 1.13051200e-08  3.30000000e-04  5.47693864e-03  2.55000000e+00  3.05000000e+00 
 1.13282994e-08  3.30000000e-04  5.59421688e-03  2.55000000e+00  3.05000000e+00 
 1.13534313e-08  3.30000000e-04  5.34026389e-03  2.55000000e+00  3.05000000e+00 
 1.13907293e-08  3.30000000e-04  3.98059826e-03  2.55000000e+00  3.05000000e+00 
 1.14188208e-08  3.30000000e-04  2.44773296e-03  2.55000000e+00  3.05000000e+00 
 1.14360692e-08  3.30000000e-04  1.89092351e-03  2.55000000e+00  3.05000000e+00 
 1.14472937e-08  3.30000000e-04  1.13946381e-03  2.55000000e+00  3.05000000e+00 
